,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
18013,17,2014-06-28,85.0,68.0,77.0,-1000.0,72.0,74.0,0.0,12.0,-1000,-1000,RA,0.0,0.7,29.21,29.88,8.0,18.0,8.9
18014,18,2014-06-28,90.0,77.0,84.0,0.0,72.0,75.0,0.0,19.0,0522,1939,RA,0.0,-1000.0,29.36,29.86,16.3,16.0,16.5
18015,19,2014-06-28,82.0,64.0,73.0,4.0,65.0,69.0,0.0,8.0,0415,1934,BR HZ,0.0,0.08,29.23,29.96,9.9,15.0,10.4
18016,20,2014-06-28,91.0,77.0,84.0,-1000.0,72.0,76.0,0.0,19.0,-1000,-1000,RA BR,0.0,0.02,29.18,29.86,10.9,16.0,11.1
18017,1,2014-06-29,87.0,57.0,72.0,-1000.0,55.0,63.0,0.0,7.0,-1000,-1000, ,-1000.0,0.0,30.03,30.18,4.4,20.0,6.0
18018,2,2014-06-29,81.0,62.0,72.0,4.0,56.0,62.0,0.0,7.0,0414,1928, ,0.0,0.0,29.13,30.2,8.3,24.0,9.4
18019,3,2014-06-29,91.0,74.0,83.0,2.0,74.0,77.0,0.0,18.0,0509,1945, ,0.0,0.0,29.17,29.87,14.1,18.0,14.3
18020,4,2014-06-29,95.0,77.0,86.0,2.0,73.0,76.0,0.0,21.0,0532,1937, ,0.0,0.0,29.29,29.95,7.8,17.0,9.0
18021,5,2014-06-29,-1000.0,-1000.0,-1000.0,-1000.0,53.0,-1000.0,-1000.0,-1000.0,0411,1925, ,-1000.0,-1000.0,-1000.0,30.21,9.5,21.0,-1000.0
18022,6,2014-06-29,96.0,76.0,86.0,4.0,73.0,76.0,0.0,21.0,0532,1936,BR,0.0,0.0,29.45,29.94,14.6,17.0,14.8
18023,7,2014-06-29,91.0,75.0,83.0,-1000.0,73.0,76.0,0.0,18.0,-1000,-1000, ,0.0,0.0,28.52,29.84,17.4,17.0,17.6
18024,8,2014-06-29,96.0,78.0,87.0,-1000.0,77.0,79.0,0.0,22.0,-1000,-1000,BR,-1000.0,0.0,29.65,-1000.0,9.9,17.0,10.7
18025,9,2014-06-29,83.0,64.0,74.0,-1000.0,63.0,67.0,0.0,9.0,-1000,-1000, ,-1000.0,-1000.0,28.95,29.7,10.2,21.0,11.4
18026,10,2014-06-29,94.0,78.0,86.0,-1000.0,73.0,77.0,0.0,21.0,0528,1932,TSRA,-1000.0,0.69,30.08,30.1,6.0,1.0,7.3
18027,11,2014-06-29,92.0,72.0,82.0,1.0,73.0,75.0,0.0,17.0,0527,1933,TS RA BR VCTS,0.0,0.82,30.07,30.1,3.0,4.0,4.3
18028,12,2014-06-29,90.0,75.0,83.0,-1000.0,73.0,76.0,0.0,18.0,-1000,-1000,TS BR VCTS,0.0,0.0,30.06,30.11,5.5,3.0,6.8
18029,13,2014-06-29,93.0,51.0,72.0,-1000.0,36.0,54.0,0.0,7.0,-1000,-1000, ,-1000.0,0.0,24.2,29.79,3.0,11.0,7.2
18030,14,2014-06-29,91.0,75.0,83.0,3.0,72.0,75.0,0.0,18.0,0518,1949, ,0.0,0.0,28.52,29.85,14.0,17.0,14.0
18031,15,2014-06-29,85.0,52.0,69.0,1.0,57.0,63.0,0.0,4.0,0409,1930,HZ,0.0,0.0,29.8,30.16,3.0,18.0,3.7
18032,16,2014-06-29,82.0,55.0,69.0,-1000.0,55.0,62.0,0.0,4.0,-1000,-1000, ,-1000.0,0.0,30.06,30.15,5.5,18.0,6.6
18033,17,2014-06-29,93.0,77.0,85.0,-1000.0,74.0,77.0,0.0,20.0,-1000,-1000, ,0.0,0.0,29.23,29.91,10.0,18.0,10.2
18034,18,2014-06-29,94.0,80.0,87.0,2.0,71.0,76.0,0.0,22.0,0522,1940, ,0.0,0.0,29.43,29.93,15.3,18.0,15.6
18035,19,2014-06-29,84.0,69.0,77.0,7.0,66.0,70.0,0.0,12.0,0416,1934,TSRA RA BR,0.0,0.16,29.15,29.87,12.2,22.0,13.3
18036,20,2014-06-29,93.0,80.0,87.0,-1000.0,72.0,76.0,0.0,22.0,-1000,-1000, ,0.0,0.0,29.24,29.93,10.7,17.0,10.8
18037,1,2014-06-30,90.0,63.0,77.0,-1000.0,-1000.0,-1000.0,0.0,12.0,-1000,-1000, ,-1000.0,0.0,29.85,29.99,8.7,23.0,9.1
18038,2,2014-06-30,84.0,60.0,72.0,4.0,58.0,63.0,0.0,7.0,0414,1928, ,0.0,0.0,28.96,30.02,12.2,24.0,12.7
18039,3,2014-06-30,94.0,78.0,86.0,5.0,71.0,75.0,0.0,21.0,0509,1945, ,0.0,0.0,29.08,29.79,16.2,18.0,16.4
18040,4,2014-06-30,96.0,77.0,87.0,3.0,71.0,75.0,0.0,22.0,0532,1937, ,0.0,0.0,29.25,29.92,7.0,17.0,8.1
18041,5,2014-06-30,-1000.0,-1000.0,-1000.0,-1000.0,60.0,-1000.0,-1000.0,-1000.0,0411,1925, ,-1000.0,-1000.0,-1000.0,30.03,13.1,22.0,-1000.0
18042,6,2014-06-30,95.0,77.0,86.0,3.0,71.0,75.0,0.0,21.0,0532,1936,BR,0.0,0.0,29.41,29.92,14.8,17.0,15.1
18043,7,2014-06-30,92.0,77.0,85.0,-1000.0,70.0,74.0,0.0,20.0,-1000,-1000,HZ,0.0,0.0,28.45,29.77,18.9,19.0,19.2
18044,8,2014-06-30,94.0,79.0,87.0,-1000.0,-1000.0,-1000.0,0.0,22.0,-1000,-1000,BR HZ,-1000.0,0.0,29.64,-1000.0,-1000.0,-1000.0,10.9
18045,9,2014-06-30,80.0,65.0,73.0,-1000.0,58.0,63.0,0.0,8.0,-1000,-1000,RA,-1000.0,-1000.0,28.85,29.6,8.1,22.0,9.4
18046,10,2014-06-30,93.0,80.0,87.0,-1000.0,73.0,77.0,0.0,22.0,0528,1932, ,-1000.0,0.0,30.0,30.01,7.5,4.0,8.8
18047,11,2014-06-30,91.0,72.0,82.0,1.0,73.0,75.0,0.0,17.0,0528,1933, ,0.0,0.0,29.99,30.02,5.2,6.0,6.7
18048,12,2014-06-30,88.0,75.0,82.0,-1000.0,74.0,76.0,0.0,17.0,-1000,-1000, ,0.0,0.0,29.98,30.02,6.0,5.0,6.6
18049,13,2014-06-30,91.0,55.0,73.0,-1000.0,39.0,54.0,0.0,8.0,-1000,-1000, ,-1000.0,0.0,24.24,29.81,5.6,8.0,8.1
18050,14,2014-06-30,92.0,77.0,85.0,5.0,69.0,73.0,0.0,20.0,0519,1949, ,0.0,0.0,28.45,29.78,16.1,18.0,16.4
18051,15,2014-06-30,89.0,62.0,76.0,8.0,63.0,67.0,0.0,11.0,0409,1930, ,0.0,0.0,29.61,29.96,5.1,21.0,5.9
18052,16,2014-06-30,87.0,63.0,75.0,-1000.0,60.0,66.0,0.0,10.0,-1000,-1000, ,-1000.0,0.0,29.87,29.96,9.1,23.0,9.4
18053,17,2014-06-30,95.0,76.0,86.0,-1000.0,71.0,75.0,0.0,21.0,-1000,-1000, ,0.0,0.0,29.15,29.84,11.4,19.0,11.6
18054,18,2014-06-30,95.0,77.0,86.0,1.0,69.0,74.0,0.0,21.0,0522,1940, ,0.0,0.0,29.38,29.89,16.3,18.0,16.6
18055,19,2014-06-30,87.0,67.0,77.0,7.0,66.0,70.0,0.0,12.0,0416,1934,TSRA RA BR,0.0,0.76,29.01,29.73,13.5,22.0,14.6
18056,20,2014-06-30,94.0,77.0,86.0,-1000.0,70.0,75.0,0.0,21.0,-1000,-1000, ,0.0,0.0,29.18,29.88,9.9,18.0,10.7
18057,1,2014-07-01,90.0,68.0,79.0,-1000.0,-1000.0,-1000.0,0.0,14.0,-1000,-1000, ,-1000.0,0.0,29.7,29.85,10.2,21.0,10.6
18058,2,2014-07-01,85.0,65.0,75.0,7.0,65.0,69.0,0.0,10.0,0415,1928, ,0.0,0.0,28.83,29.88,13.1,23.0,13.7
18059,3,2014-07-01,90.0,72.0,81.0,-1.0,68.0,72.0,0.0,16.0,0510,1945, ,0.0,0.0,29.21,29.89,3.7,33.0,7.2
18060,4,2014-07-01,96.0,75.0,86.0,2.0,70.0,74.0,0.0,21.0,0533,1937, ,0.0,0.0,29.26,29.91,4.6,17.0,6.3
18061,5,2014-07-01,-1000.0,-1000.0,-1000.0,-1000.0,66.0,-1000.0,-1000.0,-1000.0,0412,1925, ,-1000.0,-1000.0,-1000.0,29.9,15.5,21.0,-1000.0
18062,6,2014-07-01,96.0,72.0,84.0,1.0,70.0,74.0,0.0,19.0,0533,1936,BR,0.0,0.0,29.41,29.91,10.8,18.0,10.7
18063,7,2014-07-01,86.0,72.0,79.0,-1000.0,65.0,70.0,0.0,14.0,-1000,-1000, ,0.0,0.0,28.59,29.93,5.9,35.0,8.3
18064,8,2014-07-01,96.0,77.0,87.0,-1000.0,75.0,78.0,0.0,22.0,-1000,-1000,BR,-1000.0,0.0,29.59,-1000.0,7.5,17.0,7.9
18065,9,2014-07-01,75.0,57.0,66.0,-1000.0,56.0,60.0,0.0,1.0,-1000,-1000,RA BR,-1000.0,0.07,28.93,29.64,13.2,27.0,14.0
18066,10,2014-07-01,94.0,79.0,87.0,-1000.0,72.0,77.0,0.0,22.0,0529,1932, ,-1000.0,0.0,29.91,29.94,6.8,6.0,8.4
18067,11,2014-07-01,91.0,72.0,82.0,1.0,73.0,75.0,0.0,17.0,0528,1933,BR,0.0,0.0,29.91,29.94,5.5,8.0,5.9
18068,12,2014-07-01,89.0,73.0,81.0,-1000.0,73.0,76.0,0.0,16.0,-1000,-1000, ,0.0,0.0,29.91,29.95,5.4,6.0,6.1
18069,13,2014-07-01,74.0,58.0,66.0,-1000.0,40.0,52.0,0.0,1.0,-1000,-1000,RA,-1000.0,-1000.0,24.42,30.09,5.7,8.0,6.9
18070,14,2014-07-01,87.0,71.0,79.0,-1.0,64.0,70.0,0.0,14.0,0519,1949, ,0.0,0.0,28.58,29.92,6.3,36.0,9.5
18071,15,2014-07-01,90.0,65.0,78.0,9.0,67.0,71.0,0.0,13.0,0410,1930, ,0.0,0.0,29.47,29.82,5.7,19.0,6.3
18072,16,2014-07-01,88.0,68.0,78.0,-1000.0,66.0,70.0,0.0,13.0,-1000,-1000, ,-1000.0,0.0,29.73,29.82,10.7,22.0,11.0
18073,17,2014-07-01,92.0,72.0,82.0,-1000.0,68.0,72.0,0.0,17.0,-1000,-1000, ,0.0,0.0,29.26,29.94,1.2,34.0,3.8
18074,18,2014-07-01,94.0,76.0,85.0,0.0,69.0,74.0,0.0,20.0,0523,1940,HZ,0.0,0.0,29.42,29.92,10.7,19.0,10.5
18075,19,2014-07-01,80.0,66.0,73.0,3.0,60.0,65.0,0.0,8.0,0416,1934,RA,0.0,0.01,28.95,29.68,13.6,24.0,13.3
18076,20,2014-07-01,92.0,74.0,83.0,-1000.0,70.0,74.0,0.0,18.0,-1000,-1000, ,0.0,0.0,29.23,29.92,6.2,17.0,6.7
18077,1,2014-07-02,93.0,72.0,83.0,-1000.0,69.0,73.0,0.0,18.0,-1000,-1000,RA,-1000.0,-1000.0,29.71,29.88,7.2,22.0,8.4
18078,2,2014-07-02,88.0,68.0,78.0,10.0,69.0,71.0,0.0,13.0,0415,1928,RA BR VCTS,0.0,0.16,28.83,29.91,10.6,22.0,11.5
18079,3,2014-07-02,83.0,66.0,75.0,-7.0,61.0,66.0,0.0,10.0,0510,1945, ,0.0,0.0,29.38,30.06,8.5,36.0,9.1
18080,4,2014-07-02,97.0,73.0,85.0,1.0,69.0,74.0,0.0,20.0,0533,1937,BR,0.0,0.0,29.34,29.99,2.4,15.0,4.0
18081,5,2014-07-02,-1000.0,-1000.0,-1000.0,-1000.0,70.0,-1000.0,-1000.0,-1000.0,0412,1924, ,-1000.0,-1000.0,-1000.0,29.92,15.4,19.0,-1000.0
18082,6,2014-07-02,97.0,69.0,83.0,0.0,70.0,74.0,0.0,18.0,0533,1936,TS BR,0.0,0.01,29.49,29.99,4.3,17.0,5.5
18083,7,2014-07-02,85.0,69.0,77.0,-1000.0,61.0,67.0,0.0,12.0,-1000,-1000,RA,0.0,-1000.0,28.74,30.07,7.3,4.0,8.0
18084,8,2014-07-02,95.0,73.0,84.0,-1000.0,73.0,76.0,0.0,19.0,-1000,-1000,FG+ BR,-1000.0,0.0,29.66,-1000.0,1.2,16.0,1.3
18085,9,2014-07-02,74.0,55.0,65.0,-1000.0,47.0,55.0,0.0,0.0,-1000,-1000, ,-1000.0,0.0,29.27,29.99,9.9,35.0,10.4
18086,10,2014-07-02,92.0,82.0,87.0,-1000.0,73.0,77.0,0.0,22.0,0529,1932,RA,-1000.0,0.03,29.89,29.91,9.6,2.0,10.7
18087,11,2014-07-02,89.0,73.0,81.0,0.0,74.0,76.0,0.0,16.0,0528,1933, ,0.0,0.0,29.88,29.92,6.5,3.0,7.6
18088,12,2014-07-02,89.0,75.0,82.0,-1000.0,73.0,76.0,0.0,17.0,-1000,-1000, ,0.0,-1000.0,29.88,29.91,6.5,2.0,7.6
18089,13,2014-07-02,78.0,57.0,68.0,-1000.0,48.0,56.0,0.0,3.0,-1000,-1000, ,-1000.0,-1000.0,24.4,30.09,11.4,16.0,12.0
18090,14,2014-07-02,86.0,69.0,78.0,-2.0,61.0,67.0,0.0,13.0,0519,1949, ,0.0,0.0,28.74,30.06,8.1,4.0,8.7
18091,15,2014-07-02,92.0,67.0,80.0,11.0,70.0,71.0,0.0,15.0,0411,1929,RA BR HZ,0.0,1.49,29.47,29.86,3.3,16.0,4.9
18092,16,2014-07-02,90.0,73.0,82.0,-1000.0,69.0,73.0,0.0,17.0,-1000,-1000, ,-1000.0,-1000.0,29.74,29.85,8.8,20.0,10.0
18093,17,2014-07-02,85.0,64.0,75.0,-1000.0,60.0,66.0,0.0,10.0,-1000,-1000, ,0.0,0.0,29.44,30.1,5.1,2.0,5.9
18094,18,2014-07-02,94.0,78.0,86.0,1.0,67.0,73.0,0.0,21.0,0523,1940, ,0.0,0.1,29.51,30.0,2.2,9.0,6.4
18095,19,2014-07-02,66.0,53.0,60.0,-10.0,53.0,56.0,5.0,0.0,0417,1934,RA BR,0.0,0.05,29.21,29.92,3.9,30.0,9.0
18096,20,2014-07-02,94.0,77.0,86.0,-1000.0,68.0,74.0,0.0,21.0,-1000,-1000, ,0.0,0.0,29.32,30.0,2.5,8.0,5.1
18097,1,2014-07-03,92.0,69.0,81.0,-1000.0,70.0,72.0,0.0,16.0,-1000,-1000,TSRA RA BR VCTS,-1000.0,0.91,29.78,29.95,2.8,22.0,5.1
18098,2,2014-07-03,87.0,66.0,77.0,9.0,69.0,71.0,0.0,12.0,0416,1928,RA FG BR VCTS,0.0,0.69,28.88,29.96,6.8,22.0,8.4
18099,3,2014-07-03,83.0,57.0,70.0,-12.0,57.0,63.0,0.0,5.0,0511,1945, ,0.0,0.0,29.46,30.16,3.1,4.0,5.3
18100,4,2014-07-03,96.0,72.0,84.0,0.0,69.0,73.0,0.0,19.0,0534,1937,TSRA,0.0,0.07,29.42,30.07,0.5,12.0,2.9
18101,5,2014-07-03,-1000.0,-1000.0,-1000.0,-1000.0,70.0,-1000.0,-1000.0,-1000.0,0413,1924, ,-1000.0,-1000.0,-1000.0,29.97,9.3,20.0,-1000.0
18102,6,2014-07-03,95.0,69.0,82.0,-1.0,69.0,72.0,0.0,17.0,0534,1936,TSRA RA BR SQ,0.0,0.68,29.57,30.06,1.9,7.0,4.8
18103,7,2014-07-03,85.0,63.0,74.0,-1000.0,58.0,64.0,0.0,9.0,-1000,-1000, ,0.0,0.0,28.8,30.14,6.2,10.0,7.5
18104,8,2014-07-03,96.0,73.0,85.0,-1000.0,72.0,75.0,0.0,20.0,-1000,-1000,BR,-1000.0,0.0,29.73,-1000.0,1.6,11.0,2.0
18105,9,2014-07-03,77.0,55.0,66.0,-1000.0,50.0,57.0,0.0,1.0,-1000,-1000, ,-1000.0,0.0,29.41,30.15,3.2,33.0,4.3
18106,10,2014-07-03,99.0,75.0,87.0,-1000.0,70.0,74.0,0.0,22.0,0529,1932,TS TSRA,-1000.0,0.03,29.92,29.96,8.7,25.0,9.4
18107,11,2014-07-03,96.0,71.0,84.0,3.0,72.0,74.0,0.0,19.0,0529,1933,TSRA,0.0,0.41,29.9,29.95,6.5,25.0,8.5
18108,12,2014-07-03,97.0,75.0,86.0,-1000.0,71.0,74.0,0.0,21.0,-1000,-1000,TS RA,0.0,0.04,29.9,29.95,8.2,25.0,9.1
18109,13,2014-07-03,90.0,54.0,72.0,-1000.0,44.0,57.0,0.0,7.0,-1000,-1000, ,-1000.0,0.0,24.35,29.98,3.9,19.0,10.1
18110,14,2014-07-03,85.0,64.0,75.0,-6.0,57.0,64.0,0.0,10.0,0520,1949, ,0.0,0.0,28.79,30.14,5.4,10.0,7.4
18111,15,2014-07-03,84.0,66.0,75.0,6.0,69.0,70.0,0.0,10.0,0411,1929,RA BR HZ,0.0,1.22,29.55,29.94,1.5,15.0,3.0
18112,16,2014-07-03,88.0,69.0,79.0,-1000.0,70.0,72.0,0.0,14.0,-1000,-1000,BR VCTS,-1000.0,0.26,29.8,29.91,2.4,15.0,4.4
18113,17,2014-07-03,86.0,61.0,74.0,-1000.0,55.0,62.0,0.0,9.0,-1000,-1000, ,0.0,0.0,29.51,30.2,4.1,5.0,4.8
18114,18,2014-07-03,88.0,70.0,79.0,-6.0,65.0,70.0,0.0,14.0,0524,1939, ,0.0,0.03,29.6,30.11,5.9,5.0,7.1
18115,19,2014-07-03,73.0,57.0,65.0,-6.0,51.0,58.0,0.0,0.0,0418,1934, ,0.0,0.0,29.39,30.11,0.7,10.0,4.9
18116,20,2014-07-03,89.0,73.0,81.0,-1000.0,66.0,71.0,0.0,16.0,-1000,-1000, ,0.0,-1000.0,29.41,30.1,5.0,6.0,6.8
18117,1,2014-07-04,76.0,64.0,70.0,-1000.0,66.0,67.0,0.0,5.0,-1000,-1000,RA BR,-1000.0,1.26,29.78,29.94,2.0,33.0,5.5
18118,2,2014-07-04,71.0,59.0,65.0,-3.0,62.0,63.0,0.0,0.0,0416,1927,RA BR,0.0,0.88,28.87,29.94,6.2,32.0,10.0
18119,3,2014-07-04,89.0,62.0,76.0,-7.0,64.0,68.0,0.0,11.0,0511,1945, ,0.0,0.0,29.45,30.16,5.2,15.0,6.9
18120,4,2014-07-04,93.0,71.0,82.0,-2.0,68.0,72.0,0.0,17.0,0534,1937,TS,0.0,0.0,29.46,30.13,1.8,13.0,3.6
18121,5,2014-07-04,-1000.0,-1000.0,-1000.0,-1000.0,65.0,-1000.0,-1000.0,-1000.0,0414,1924, ,-1000.0,-1000.0,-1000.0,29.94,5.1,35.0,-1000.0
18122,6,2014-07-04,92.0,69.0,81.0,-2.0,69.0,72.0,0.0,16.0,0534,1936,TS,0.0,0.0,29.62,30.13,2.4,11.0,4.4
18123,7,2014-07-04,90.0,68.0,79.0,-1000.0,65.0,70.0,0.0,14.0,-1000,-1000, ,0.0,0.0,28.79,30.14,10.3,16.0,11.0
18124,8,2014-07-04,90.0,72.0,81.0,-1000.0,72.0,74.0,0.0,16.0,-1000,-1000,RA DZ BR,-1000.0,0.84,29.79,-1000.0,0.8,12.0,1.4
18125,9,2014-07-04,77.0,56.0,67.0,-1000.0,54.0,60.0,0.0,2.0,-1000,-1000, ,-1000.0,0.0,29.42,30.19,7.8,16.0,8.4
18126,10,2014-07-04,93.0,75.0,84.0,-1000.0,71.0,75.0,0.0,19.0,0530,1932,TS,-1000.0,-1000.0,30.02,30.06,6.5,22.0,7.3
18127,11,2014-07-04,91.0,70.0,81.0,0.0,72.0,74.0,0.0,16.0,0529,1933,TS BR,0.0,0.0,30.01,30.06,3.4,23.0,4.7
18128,12,2014-07-04,91.0,75.0,83.0,-1000.0,71.0,74.0,0.0,18.0,-1000,-1000,TS HZ,0.0,0.36,30.01,30.06,4.8,23.0,5.7
18129,13,2014-07-04,89.0,64.0,77.0,-1000.0,43.0,56.0,0.0,12.0,-1000,-1000, ,-1000.0,-1000.0,24.39,29.98,3.5,23.0,8.7
18130,14,2014-07-04,89.0,64.0,77.0,-4.0,65.0,69.0,0.0,12.0,0520,1949, ,0.0,0.0,28.79,30.14,8.4,15.0,8.7
18131,15,2014-07-04,70.0,59.0,65.0,-4.0,65.0,65.0,0.0,0.0,0412,1929,RA BR,0.0,0.9,29.57,29.93,2.5,29.0,5.3
18132,16,2014-07-04,75.0,63.0,69.0,-1000.0,65.0,66.0,0.0,4.0,-1000,-1000,RA BR,-1000.0,1.63,29.8,29.9,2.8,36.0,6.0
18133,17,2014-07-04,91.0,62.0,77.0,-1000.0,65.0,69.0,0.0,12.0,-1000,-1000, ,0.0,0.0,29.51,30.2,3.7,16.0,4.3
18134,18,2014-07-04,93.0,75.0,84.0,-1.0,67.0,73.0,0.0,19.0,0524,1939,HZ,0.0,0.0,29.64,30.14,7.7,14.0,8.4
18135,19,2014-07-04,72.0,56.0,64.0,-7.0,49.0,56.0,1.0,0.0,0418,1934, ,0.0,0.0,29.54,30.28,4.0,12.0,5.5
18136,20,2014-07-04,93.0,73.0,83.0,-1000.0,68.0,72.0,0.0,18.0,-1000,-1000, ,0.0,0.0,29.44,30.14,4.2,13.0,5.0
18137,1,2014-07-05,79.0,57.0,68.0,-1000.0,50.0,59.0,0.0,3.0,-1000,-1000,RA BR,-1000.0,0.36,29.73,29.92,12.4,29.0,14.3
18138,2,2014-07-05,75.0,57.0,66.0,-3.0,47.0,56.0,0.0,1.0,0417,1927, ,0.0,-1000.0,28.87,29.98,14.8,29.0,16.0
18139,3,2014-07-05,91.0,72.0,82.0,-1.0,69.0,73.0,0.0,17.0,0512,1944, ,0.0,0.0,29.34,30.07,13.4,18.0,13.7
18140,4,2014-07-05,94.0,69.0,82.0,-2.0,69.0,72.0,0.0,17.0,0534,1937,BR,0.0,0.0,29.44,30.11,1.8,15.0,4.1
18141,5,2014-07-05,-1000.0,-1000.0,-1000.0,-1000.0,50.0,-1000.0,-1000.0,-1000.0,0414,1924, ,-1000.0,-1000.0,-1000.0,29.96,16.3,29.0,-1000.0
18142,6,2014-07-05,92.0,67.0,80.0,-3.0,69.0,72.0,0.0,15.0,0534,1936,TS MIFG BR,0.0,0.0,29.59,30.1,3.6,15.0,4.5
18143,7,2014-07-05,92.0,73.0,83.0,-1000.0,68.0,73.0,0.0,18.0,-1000,-1000,BR HZ,0.0,0.0,28.69,30.05,15.9,18.0,16.2
18144,8,2014-07-05,92.0,71.0,82.0,-1000.0,73.0,75.0,0.0,17.0,-1000,-1000,TS BR VCTS,-1000.0,0.0,29.77,-1000.0,1.7,14.0,1.9
18145,9,2014-07-05,83.0,64.0,74.0,-1000.0,63.0,67.0,0.0,9.0,-1000,-1000, ,-1000.0,0.0,29.18,29.96,11.9,17.0,12.5
18146,10,2014-07-05,90.0,76.0,83.0,-1000.0,73.0,76.0,0.0,18.0,0530,1932,TS RA,-1000.0,0.6,30.07,30.09,4.9,16.0,6.9
18147,11,2014-07-05,90.0,73.0,82.0,1.0,74.0,75.0,0.0,17.0,0530,1933,TS BR,0.0,0.01,30.06,30.1,2.4,11.0,4.0
18148,12,2014-07-05,89.0,74.0,82.0,-1000.0,73.0,75.0,0.0,17.0,-1000,-1000,TS RA BR VCTS,0.0,0.03,30.06,30.1,4.1,16.0,5.1
18149,13,2014-07-05,91.0,62.0,77.0,-1000.0,39.0,55.0,0.0,12.0,-1000,-1000, ,-1000.0,0.0,24.38,29.99,3.3,26.0,7.9
18150,14,2014-07-05,92.0,71.0,82.0,1.0,68.0,72.0,0.0,17.0,0521,1949,BR HZ,0.0,0.0,28.69,30.06,11.6,18.0,12.0
18151,15,2014-07-05,80.0,56.0,68.0,-1.0,48.0,57.0,0.0,3.0,0412,1929,RA,0.0,0.21,29.52,29.91,10.9,30.0,12.4
18152,16,2014-07-05,79.0,58.0,69.0,-1000.0,50.0,59.0,0.0,4.0,-1000,-1000,RA BR,-1000.0,0.47,29.75,29.88,13.3,29.0,14.3
18153,17,2014-07-05,93.0,72.0,83.0,-1000.0,69.0,73.0,0.0,18.0,-1000,-1000, ,0.0,0.0,29.41,30.12,9.7,18.0,9.9
18154,18,2014-07-05,92.0,74.0,83.0,-2.0,68.0,73.0,0.0,18.0,0525,1939,HZ,0.0,0.0,29.59,30.1,9.9,15.0,10.4
18155,19,2014-07-05,78.0,56.0,67.0,-4.0,54.0,60.0,0.0,2.0,0419,1934,HZ,0.0,0.0,29.38,30.15,9.8,21.0,10.0
18156,20,2014-07-05,94.0,74.0,84.0,-1000.0,69.0,74.0,0.0,19.0,-1000,-1000,BR,0.0,0.0,29.39,30.1,7.8,14.0,8.1
18157,1,2014-07-06,84.0,63.0,74.0,-1000.0,53.0,62.0,0.0,9.0,-1000,-1000, ,-1000.0,0.0,29.78,29.93,11.5,23.0,11.9
18158,2,2014-07-06,80.0,58.0,69.0,0.0,52.0,60.0,0.0,4.0,0418,1927, ,0.0,0.0,28.9,29.97,12.6,24.0,12.8
18159,3,2014-07-06,97.0,74.0,86.0,3.0,70.0,75.0,0.0,21.0,0512,1944, ,0.0,0.0,29.2,29.91,16.0,18.0,16.1
18160,4,2014-07-06,95.0,72.0,84.0,0.0,69.0,73.0,0.0,19.0,0535,1937,BR,0.0,0.0,29.32,30.0,2.5,16.0,4.8
18161,5,2014-07-06,-1000.0,-1000.0,-1000.0,-1000.0,53.0,-1000.0,-1000.0,-1000.0,0415,1924, ,-1000.0,-1000.0,-1000.0,29.96,14.3,24.0,-1000.0
18162,6,2014-07-06,93.0,68.0,81.0,-2.0,69.0,73.0,0.0,16.0,0535,1936,FG+ BR,0.0,0.0,29.48,30.0,6.5,17.0,6.8
18163,7,2014-07-06,96.0,75.0,86.0,-1000.0,67.0,73.0,0.0,21.0,-1000,-1000, ,0.0,-1000.0,28.58,29.92,15.5,19.0,15.8
18164,8,2014-07-06,93.0,73.0,83.0,-1000.0,73.0,76.0,0.0,18.0,-1000,-1000,BR,-1000.0,0.0,29.67,-1000.0,3.6,18.0,3.7
18165,9,2014-07-06,88.0,68.0,78.0,-1000.0,66.0,70.0,0.0,13.0,-1000,-1000,RA BR,-1000.0,0.07,28.99,29.73,6.7,27.0,10.7
18166,10,2014-07-06,94.0,73.0,84.0,-1000.0,71.0,74.0,0.0,19.0,0531,1932,BR,-1000.0,0.0,30.04,30.06,3.5,17.0,7.2
18167,11,2014-07-06,88.0,70.0,79.0,-2.0,72.0,74.0,0.0,14.0,0530,1933, ,0.0,0.0,30.03,30.06,1.7,9.0,4.4
18168,12,2014-07-06,88.0,70.0,79.0,-1000.0,71.0,74.0,0.0,14.0,-1000,-1000,RA,0.0,0.0,30.02,30.07,1.9,16.0,5.3
18169,13,2014-07-06,96.0,61.0,79.0,-1000.0,38.0,56.0,0.0,14.0,-1000,-1000,TS,-1000.0,0.0,24.36,29.94,0.9,25.0,8.8
18170,14,2014-07-06,95.0,72.0,84.0,3.0,67.0,72.0,0.0,19.0,0521,1949, ,0.0,0.0,28.58,29.93,11.5,19.0,11.8
18171,15,2014-07-06,84.0,56.0,70.0,1.0,52.0,60.0,0.0,5.0,0413,1929, ,0.0,0.0,29.54,29.9,5.9,24.0,7.3
18172,16,2014-07-06,83.0,62.0,73.0,-1000.0,53.0,61.0,0.0,8.0,-1000,-1000, ,-1000.0,0.0,29.8,29.9,10.8,25.0,11.1
18173,17,2014-07-06,98.0,74.0,86.0,-1000.0,70.0,75.0,0.0,21.0,-1000,-1000, ,0.0,0.0,29.27,29.96,10.0,20.0,10.1
18174,18,2014-07-06,94.0,75.0,85.0,0.0,67.0,73.0,0.0,20.0,0525,1939, ,0.0,0.0,29.47,29.99,8.1,19.0,9.0
